symbol,secID,ticker,exchangeCD,secShortName,listDate
sz002938,002938.XSHE,002938,XSHE,鹏鼎控股,2018-09-18
sz002939,002939.XSHE,002939,XSHE,长城证券,2018-10-26
sz002940,002940.XSHE,002940,XSHE,昂利康,2018-10-23
sz002941,002941.XSHE,002941,XSHE,新疆交建,2018-11-28
sz002942,002942.XSHE,002942,XSHE,新农股份,2018-12-05
sz002943,002943.XSHE,002943,XSHE,宇晶股份,2018-11-29
sz002945,002945.XSHE,002945,XSHE,华林证券,2019-01-17
sz002946,002946.XSHE,002946,XSHE,新乳业,2019-01-25
sz002947,002947.XSHE,002947,XSHE,恒铭达,2019-02-01
sz002948,002948.XSHE,002948,XSHE,青岛银行,2019-01-16
sz002949,002949.XSHE,002949,XSHE,华阳国际,2019-02-26
sz002950,002950.XSHE,002950,XSHE,奥美医疗,2019-03-11
sz002951,002951.XSHE,002951,XSHE,金时科技,2019-03-15
sz002952,002952.XSHE,002952,XSHE,亚世光电,2019-03-28
sz002953,002953.XSHE,002953,XSHE,日丰股份,2019-05-09
sz002955,002955.XSHE,002955,XSHE,鸿合科技,2019-05-23
sz002956,002956.XSHE,002956,XSHE,西麦食品,2019-06-19
sz002957,002957.XSHE,002957,XSHE,科瑞技术,2019-07-26
sz002958,002958.XSHE,002958,XSHE,青农商行,2019-03-26
sz002959,002959.XSHE,002959,XSHE,小熊电器,2019-08-23
sz002960,002960.XSHE,002960,XSHE,青鸟消防,2019-08-09
sz002961,002961.XSHE,002961,XSHE,瑞达期货,2019-09-05
sz002962,002962.XSHE,002962,XSHE,五方光电,2019-09-17
sz002963,002963.XSHE,002963,XSHE,豪尔赛,2019-10-28
sz002965,002965.XSHE,002965,XSHE,祥鑫科技,2019-10-25
sz002966,002966.XSHE,002966,XSHE,苏州银行,2019-08-02
sz002967,002967.XSHE,002967,XSHE,广电计量,2019-11-08
sz002968,002968.XSHE,002968,XSHE,新大正,2019-12-03
sz002969,002969.XSHE,002969,XSHE,嘉美包装,2019-12-02
sz002970,002970.XSHE,002970,XSHE,锐明技术,2019-12-17
sz002971,002971.XSHE,002971,XSHE,和远气体,2020-01-13
sz002972,002972.XSHE,002972,XSHE,科安达,2019-12-27
sz002973,002973.XSHE,002973,XSHE,侨银股份,2020-01-06
sz002975,002975.XSHE,002975,XSHE,博杰股份,2020-02-05
sz002976,002976.XSHE,002976,XSHE,瑞玛精密,2020-03-06
sz002977,002977.XSHE,002977,XSHE,天箭科技,2020-03-17
sz002978,002978.XSHE,002978,XSHE,安宁股份,2020-04-17
sz002979,002979.XSHE,002979,XSHE,雷赛智能,2020-04-08
sz002980,002980.XSHE,002980,XSHE,华盛昌,2020-04-15
sz002981,002981.XSHE,002981,XSHE,朝阳科技,2020-04-17
sz002982,002982.XSHE,002982,XSHE,湘佳股份,2020-04-24
sz002983,002983.XSHE,002983,XSHE,芯瑞达,2020-04-28
sz002984,002984.XSHE,002984,XSHE,森麒麟,2020-09-11
sz002985,002985.XSHE,002985,XSHE,北摩高科,2020-04-29
sz002986,002986.XSHE,002986,XSHE,宇新股份,2020-06-02
sz002987,002987.XSHE,002987,XSHE,京北方,2020-05-07
sz002988,002988.XSHE,002988,XSHE,豪美新材,2020-05-18
sz002989,002989.XSHE,002989,XSHE,中天精装,2020-06-10
sz002990,002990.XSHE,002990,XSHE,盛视科技,2020-05-25
sz002991,002991.XSHE,002991,XSHE,甘源食品,2020-07-31
sz002992,002992.XSHE,002992,XSHE,宝明科技,2020-08-03
sz002993,002993.XSHE,002993,XSHE,奥海科技,2020-08-17
sz002995,002995.XSHE,002995,XSHE,天地在线,2020-08-05
sz002996,002996.XSHE,002996,XSHE,顺博合金,2020-08-28
sz002997,002997.XSHE,002997,XSHE,瑞鹄模具,2020-09-03
sz002998,002998.XSHE,002998,XSHE,优彩资源,2020-09-25
sz002999,002999.XSHE,002999,XSHE,天禾股份,2020-09-03
sz003000,003000.XSHE,003000,XSHE,劲仔食品,2020-09-14
sz003001,003001.XSHE,003001,XSHE,中岩大地,2020-10-13
sz003002,003002.XSHE,003002,XSHE,壶化股份,2020-09-22
sz003003,003003.XSHE,003003,XSHE,天元股份,2020-09-21
sz003004,003004.XSHE,003004,XSHE,*ST声迅,2020-11-26
sz003005,003005.XSHE,003005,XSHE,竞业达,2020-09-22
sz003006,003006.XSHE,003006,XSHE,百亚股份,2020-09-21
sz003007,003007.XSHE,003007,XSHE,直真科技,2020-09-23
sz003008,003008.XSHE,003008,XSHE,开普检测,2020-09-23
sz003009,003009.XSHE,003009,XSHE,中天火箭,2020-09-25
sz003010,003010.XSHE,003010,XSHE,若羽臣,2020-09-25
sz003011,003011.XSHE,003011,XSHE,海象新材,2020-09-30
sz003012,003012.XSHE,003012,XSHE,东鹏控股,2020-10-19
sz003013,003013.XSHE,003013,XSHE,地铁设计,2020-10-22
sz003015,003015.XSHE,003015,XSHE,日久光电,2020-10-21
sz003016,003016.XSHE,003016,XSHE,欣贺股份,2020-10-26
sz003017,003017.XSHE,003017,XSHE,大洋生物,2020-10-26
sz003018,003018.XSHE,003018,XSHE,金富科技,2020-11-06
sz003019,003019.XSHE,003019,XSHE,宸展光电,2020-11-17
sz003020,003020.XSHE,003020,XSHE,立方制药,2020-12-15
sz003021,003021.XSHE,003021,XSHE,兆威机电,2020-12-04
sz003022,003022.XSHE,003022,XSHE,联泓新科,2020-12-08
sz003023,003023.XSHE,003023,XSHE,彩虹集团,2020-12-11
sz003025,003025.XSHE,003025,XSHE,思进智能,2020-12-11
sz003026,003026.XSHE,003026,XSHE,中晶科技,2020-12-18
sz003027,003027.XSHE,003027,XSHE,同兴科技,2020-12-18
sz003028,003028.XSHE,003028,XSHE,振邦智能,2020-12-28
sz003029,003029.XSHE,003029,XSHE,吉大正元,2020-12-24
sz003030,003030.XSHE,003030,XSHE,祖名股份,2021-01-06
sz003031,003031.XSHE,003031,XSHE,中瓷电子,2021-01-04
sz003032,003032.XSHE,003032,XSHE,*ST传智,2021-01-12
sz003033,003033.XSHE,003033,XSHE,征和工业,2021-01-11
sz003035,003035.XSHE,003035,XSHE,南网能源,2021-01-19
sz003036,003036.XSHE,003036,XSHE,泰坦股份,2021-01-28
sz003037,003037.XSHE,003037,XSHE,三和管桩,2021-02-04
sz003038,003038.XSHE,003038,XSHE,鑫铂股份,2021-02-10
sz003039,003039.XSHE,003039,XSHE,顺控发展,2021-03-08
sz003040,003040.XSHE,003040,XSHE,楚天龙,2021-03-22
sz003041,003041.XSHE,003041,XSHE,真爱美家,2021-04-06
sz003042,003042.XSHE,003042,XSHE,中农联合,2021-04-06
sz003043,003043.XSHE,003043,XSHE,华亚智能,2021-04-06
sz003816,003816.XSHE,003816,XSHE,中国广核,2019-08-26
sz300001,300001.XSHE,300001,XSHE,特锐德,2009-10-30
sz300002,300002.XSHE,300002,XSHE,神州泰岳,2009-10-30
sz300003,300003.XSHE,300003,XSHE,乐普医疗,2009-10-30
sz300004,300004.XSHE,300004,XSHE,南风股份,2009-10-30
sz300005,300005.XSHE,300005,XSHE,探路者,2009-10-30
sz300006,300006.XSHE,300006,XSHE,莱美药业,2009-10-30
sz300007,300007.XSHE,300007,XSHE,汉威科技,2009-10-30
sz300008,300008.XSHE,300008,XSHE,天海防务,2009-10-30
sz300009,300009.XSHE,300009,XSHE,安科生物,2009-10-30
sz300010,300010.XSHE,300010,XSHE,豆神教育,2009-10-30
sz300011,300011.XSHE,300011,XSHE,鼎汉技术,2009-10-30
sz300012,300012.XSHE,300012,XSHE,华测检测,2009-10-30
sz300013,300013.XSHE,300013,XSHE,新宁物流,2009-10-30
sz300014,300014.XSHE,300014,XSHE,亿纬锂能,2009-10-30
sz300015,300015.XSHE,300015,XSHE,爱尔眼科,2009-10-30
sz300016,300016.XSHE,300016,XSHE,北陆药业,2009-10-30
sz300017,300017.XSHE,300017,XSHE,网宿科技,2009-10-30
sz300018,300018.XSHE,300018,XSHE,中元股份,2009-10-30
sz300019,300019.XSHE,300019,XSHE,硅宝科技,2009-10-30
sz300020,300020.XSHE,300020,XSHE,ST银江,2009-10-30
sz300021,300021.XSHE,300021,XSHE,大禹节水,2009-10-30
sz300022,300022.XSHE,300022,XSHE,吉峰科技,2009-10-30
sz300024,300024.XSHE,300024,XSHE,机器人,2009-10-30
sz300025,300025.XSHE,300025,XSHE,华星创业,2009-10-30
sz300026,300026.XSHE,300026,XSHE,红日药业,2009-10-30
sz300027,300027.XSHE,300027,XSHE,华谊兄弟,2009-10-30
sz300029,300029.XSHE,300029,XSHE,*ST天龙,2009-12-25
sz300030,300030.XSHE,300030,XSHE,阳普医疗,2009-12-25
sz300031,300031.XSHE,300031,XSHE,宝通科技,2009-12-25
sz300032,300032.XSHE,300032,XSHE,金龙机电,2009-12-25
sz300033,300033.XSHE,300033,XSHE,同花顺,2009-12-25
sz300034,300034.XSHE,300034,XSHE,钢研高纳,2009-12-25
sz300035,300035.XSHE,300035,XSHE,中科电气,2009-12-25
sz300036,300036.XSHE,300036,XSHE,超图软件,2009-12-25
sz300037,300037.XSHE,300037,XSHE,新宙邦,2010-01-08
sz300039,300039.XSHE,300039,XSHE,上海凯宝,2010-01-08
sz300040,300040.XSHE,300040,XSHE,九洲集团,2010-01-08
sz300041,300041.XSHE,300041,XSHE,回天新材,2010-01-08
sz300042,300042.XSHE,300042,XSHE,朗科科技,2010-01-08
sz300043,300043.XSHE,300043,XSHE,星辉娱乐,2010-01-20
sz300044,300044.XSHE,300044,XSHE,ST赛为,2010-01-20
sz300045,300045.XSHE,300045,XSHE,华力创通,2010-01-20
sz300046,300046.XSHE,300046,XSHE,台基股份,2010-01-20
sz300047,300047.XSHE,300047,XSHE,天源迪科,2010-01-20
sz300048,300048.XSHE,300048,XSHE,合康新能,2010-01-20
sz300049,300049.XSHE,300049,XSHE,福瑞医科,2010-01-20
sz300050,300050.XSHE,300050,XSHE,世纪鼎利,2010-01-20
sz300051,300051.XSHE,300051,XSHE,琏升科技,2010-02-11
sz300052,300052.XSHE,300052,XSHE,ST中青宝,2010-02-11
sz300053,300053.XSHE,300053,XSHE,航宇微,2010-02-11
sz300054,300054.XSHE,300054,XSHE,鼎龙股份,2010-02-11
sz300055,300055.XSHE,300055,XSHE,万邦达,2010-02-26
sz300056,300056.XSHE,300056,XSHE,中创环保,2010-02-26
sz300057,300057.XSHE,300057,XSHE,万顺新材,2010-02-26
sz300058,300058.XSHE,300058,XSHE,蓝色光标,2010-02-26
sz300059,300059.XSHE,300059,XSHE,东方财富,2010-03-19
sz300061,300061.XSHE,300061,XSHE,旗天科技,2010-03-19
sz300062,300062.XSHE,300062,XSHE,中能电气,2010-03-19
sz300063,300063.XSHE,300063,XSHE,天龙集团,2010-03-26
sz300065,300065.XSHE,300065,XSHE,海兰信,2010-03-26
sz300066,300066.XSHE,300066,XSHE,三川智慧,2010-03-26
sz300067,300067.XSHE,300067,XSHE,安诺其,2010-04-21
sz300068,300068.XSHE,300068,XSHE,南都电源,2010-04-21
sz300069,300069.XSHE,300069,XSHE,金利华电,2010-04-21
sz300070,300070.XSHE,300070,XSHE,碧水源,2010-04-21
sz300071,300071.XSHE,300071,XSHE,福石控股,2010-04-21
sz300072,300072.XSHE,300072,XSHE,海新能科,2010-04-27
sz300073,300073.XSHE,300073,XSHE,当升科技,2010-04-27
sz300074,300074.XSHE,300074,XSHE,华平股份,2010-04-27
sz300075,300075.XSHE,300075,XSHE,数字政通,2010-04-27
sz300076,300076.XSHE,300076,XSHE,GQY视讯,2010-04-30
sz300077,300077.XSHE,300077,XSHE,国民技术,2010-04-30
sz300078,300078.XSHE,300078,XSHE,思创智联,2010-04-30
sz300079,300079.XSHE,300079,XSHE,数码视讯,2010-04-30
sz300080,300080.XSHE,300080,XSHE,易成新能,2010-06-25
sz300081,300081.XSHE,300081,XSHE,恒信东方,2010-05-20
sz300082,300082.XSHE,300082,XSHE,奥克股份,2010-05-20
sz300083,300083.XSHE,300083,XSHE,创世纪,2010-05-20
sz300084,300084.XSHE,300084,XSHE,海默科技,2010-05-20
sz300085,300085.XSHE,300085,XSHE,银之杰,2010-05-26
sz300086,300086.XSHE,300086,XSHE,康芝药业,2010-05-26
sz300087,300087.XSHE,300087,XSHE,荃银高科,2010-05-26
sz300088,300088.XSHE,300088,XSHE,长信科技,2010-05-26
sz300091,300091.XSHE,300091,XSHE,*ST金灵,2010-06-25
sz300092,300092.XSHE,300092,XSHE,科新机电,2010-07-08
sz300093,300093.XSHE,300093,XSHE,*ST金刚,2010-07-08
sz300094,300094.XSHE,300094,XSHE,国联水产,2010-07-08
sz300095,300095.XSHE,300095,XSHE,华伍股份,2010-07-28
sz300096,300096.XSHE,300096,XSHE,ST易联众,2010-07-28
sz300097,300097.XSHE,300097,XSHE,ST智云,2010-07-28
sz300098,300098.XSHE,300098,XSHE,高新兴,2010-07-28
sz300099,300099.XSHE,300099,XSHE,尤洛卡,2010-08-06
sz300100,300100.XSHE,300100,XSHE,双林股份,2010-08-06
sz300101,300101.XSHE,300101,XSHE,振芯科技,2010-08-06
sz300102,300102.XSHE,300102,XSHE,乾照光电,2010-08-12
sz300103,300103.XSHE,300103,XSHE,达刚控股,2010-08-12
sz300105,300105.XSHE,300105,XSHE,龙源技术,2010-08-20
sz300106,300106.XSHE,300106,XSHE,西部牧业,2010-08-20
sz300107,300107.XSHE,300107,XSHE,建新股份,2010-08-20
sz300109,300109.XSHE,300109,XSHE,新开源,2010-08-25
sz300110,300110.XSHE,300110,XSHE,华仁药业,2010-08-25
sz300111,300111.XSHE,300111,XSHE,向日葵,2010-08-27
sz300112,300112.XSHE,300112,XSHE,万讯自控,2010-08-27
sz300113,300113.XSHE,300113,XSHE,顺网科技,2010-08-27
sz300115,300115.XSHE,300115,XSHE,长盈精密,2010-09-02
sz300118,300118.XSHE,300118,XSHE,东方日升,2010-09-02
sz300119,300119.XSHE,300119,XSHE,瑞普生物,2010-09-17
sz300120,300120.XSHE,300120,XSHE,经纬辉开,2010-09-17
sz300121,300121.XSHE,300121,XSHE,阳谷华泰,2010-09-17
sz300122,300122.XSHE,300122,XSHE,智飞生物,2010-09-28
sz300123,300123.XSHE,300123,XSHE,亚光科技,2010-09-28
sz300124,300124.XSHE,300124,XSHE,汇川技术,2010-09-28
sz300125,300125.XSHE,300125,XSHE,*ST聆达,2010-10-13
sz300126,300126.XSHE,300126,XSHE,锐奇股份,2010-10-13
sz300127,300127.XSHE,300127,XSHE,银河磁体,2010-10-13
sz300128,300128.XSHE,300128,XSHE,锦富技术,2010-10-13
sz300129,300129.XSHE,300129,XSHE,泰胜风能,2010-10-19
sz300130,300130.XSHE,300130,XSHE,新国都,2010-10-19
sz300131,300131.XSHE,300131,XSHE,英唐智控,2010-10-19
sz300132,300132.XSHE,300132,XSHE,青松股份,2010-10-26
sz300133,300133.XSHE,300133,XSHE,华策影视,2010-10-26
sz300134,300134.XSHE,300134,XSHE,大富科技,2010-10-26
sz300135,300135.XSHE,300135,XSHE,宝利国际,2010-10-26
sz300136,300136.XSHE,300136,XSHE,信维通信,2010-11-05
sz300137,300137.XSHE,300137,XSHE,先河环保,2010-11-05
sz300138,300138.XSHE,300138,XSHE,晨光生物,2010-11-05
sz300139,300139.XSHE,300139,XSHE,晓程科技,2010-11-12
sz300140,300140.XSHE,300140,XSHE,节能环境,2010-11-12
sz300141,300141.XSHE,300141,XSHE,和顺电气,2010-11-12
sz300142,300142.XSHE,300142,XSHE,沃森生物,2010-11-12
sz300143,300143.XSHE,300143,XSHE,盈康生命,2010-12-09
sz300144,300144.XSHE,300144,XSHE,宋城演艺,2010-12-09
sz300145,300145.XSHE,300145,XSHE,南方泵业,2010-12-09
sz300146,300146.XSHE,300146,XSHE,汤臣倍健,2010-12-15
sz300147,300147.XSHE,300147,XSHE,ST香雪,2010-12-15
sz300148,300148.XSHE,300148,XSHE,天舟文化,2010-12-15
sz300149,300149.XSHE,300149,XSHE,睿智医药,2010-12-22
sz300150,300150.XSHE,300150,XSHE,世纪瑞尔,2010-12-22
sz300151,300151.XSHE,300151,XSHE,昌红科技,2010-12-22
sz300152,300152.XSHE,300152,XSHE,ST新动力,2010-12-29
sz300153,300153.XSHE,300153,XSHE,科泰电源,2010-12-29
sz300154,300154.XSHE,300154,XSHE,瑞凌股份,2010-12-29
sz300155,300155.XSHE,300155,XSHE,安居宝,2011-01-07
sz300157,300157.XSHE,300157,XSHE,新锦动力,2011-01-07
sz300158,300158.XSHE,300158,XSHE,振东制药,2011-01-07
sz300159,300159.XSHE,300159,XSHE,*ST新研,2011-01-07
sz300160,300160.XSHE,300160,XSHE,秀强股份,2011-01-13
sz300161,300161.XSHE,300161,XSHE,华中数控,2011-01-13
sz300162,300162.XSHE,300162,XSHE,雷曼光电,2011-01-13
sz300163,300163.XSHE,300163,XSHE,先锋新材,2011-01-13
sz300164,300164.XSHE,300164,XSHE,通源石油,2011-01-13
sz300165,300165.XSHE,300165,XSHE,ST天瑞,2011-01-25
sz300166,300166.XSHE,300166,XSHE,东方国信,2011-01-25
sz300167,300167.XSHE,300167,XSHE,ST迪威迅,2011-01-25
sz300168,300168.XSHE,300168,XSHE,万达信息,2011-01-25
sz300169,300169.XSHE,300169,XSHE,天晟新材,2011-01-25
sz300170,300170.XSHE,300170,XSHE,汉得信息,2011-02-01
sz300171,300171.XSHE,300171,XSHE,东富龙,2011-02-01
sz300172,300172.XSHE,300172,XSHE,中电环保,2011-02-01
sz300173,300173.XSHE,300173,XSHE,ST福能,2011-02-01
sz300174,300174.XSHE,300174,XSHE,元力股份,2011-02-01
sz300175,300175.XSHE,300175,XSHE,ST朗源,2011-02-15
sz300176,300176.XSHE,300176,XSHE,鸿特科技,2011-02-15
sz300177,300177.XSHE,300177,XSHE,中海达,2011-02-15
sz300179,300179.XSHE,300179,XSHE,四方达,2011-02-15
sz300180,300180.XSHE,300180,XSHE,华峰超纤,2011-02-22
sz300181,300181.XSHE,300181,XSHE,佐力药业,2011-02-22
sz300182,300182.XSHE,300182,XSHE,捷成股份,2011-02-22
sz300183,300183.XSHE,300183,XSHE,东软载波,2011-02-22
sz300184,300184.XSHE,300184,XSHE,力源信息,2011-02-22
sz300185,300185.XSHE,300185,XSHE,通裕重工,2011-03-08
sz300187,300187.XSHE,300187,XSHE,永清环保,2011-03-08
sz300188,300188.XSHE,300188,XSHE,国投智能,2011-03-16
sz300189,300189.XSHE,300189,XSHE,神农种业,2011-03-16
sz300190,300190.XSHE,300190,XSHE,维尔利,2011-03-16
sz300191,300191.XSHE,300191,XSHE,潜能恒信,2011-03-16
sz300192,300192.XSHE,300192,XSHE,科德教育,2011-03-22
sz300193,300193.XSHE,300193,XSHE,佳士科技,2011-03-22
sz300194,300194.XSHE,300194,XSHE,福安药业,2011-03-22
sz300195,300195.XSHE,300195,XSHE,长荣股份,2011-03-29
sz300196,300196.XSHE,300196,XSHE,长海股份,2011-03-29
sz300197,300197.XSHE,300197,XSHE,节能铁汉,2011-03-29
sz300198,300198.XSHE,300198,XSHE,ST纳川,2011-04-07
sz300199,300199.XSHE,300199,XSHE,翰宇药业,2011-04-07
sz300200,300200.XSHE,300200,XSHE,高盟新材,2011-04-07
sz300201,300201.XSHE,300201,XSHE,海伦哲,2011-04-07
sz300203,300203.XSHE,300203,XSHE,聚光科技,2011-04-15
sz300204,300204.XSHE,300204,XSHE,舒泰神,2011-04-15
sz300205,300205.XSHE,300205,XSHE,*ST天喻,2011-04-21
sz300206,300206.XSHE,300206,XSHE,理邦仪器,2011-04-21
sz300207,300207.XSHE,300207,XSHE,欣旺达,2011-04-21
sz300209,300209.XSHE,300209,XSHE,行云科技,2011-04-26
sz300210,300210.XSHE,300210,XSHE,森远股份,2011-04-26
sz300211,300211.XSHE,300211,XSHE,*ST亿通,2011-05-05
sz300212,300212.XSHE,300212,XSHE,易华录,2011-05-05
sz300213,300213.XSHE,300213,XSHE,佳讯飞鸿,2011-05-05
sz300214,300214.XSHE,300214,XSHE,日科化学,2011-05-11
sz300215,300215.XSHE,300215,XSHE,电科院,2011-05-11
sz300217,300217.XSHE,300217,XSHE,东方电热,2011-05-18
sz300218,300218.XSHE,300218,XSHE,安利股份,2011-05-18
sz300219,300219.XSHE,300219,XSHE,鸿利智汇,2011-05-18
sz300220,300220.XSHE,300220,XSHE,金运激光,2011-05-25
sz300221,300221.XSHE,300221,XSHE,银禧科技,2011-05-25
sz300222,300222.XSHE,300222,XSHE,科大智能,2011-05-25
sz300223,300223.XSHE,300223,XSHE,北京君正,2011-05-31
sz300224,300224.XSHE,300224,XSHE,正海磁材,2011-05-31
sz300225,300225.XSHE,300225,XSHE,*ST金泰,2011-05-31
sz300226,300226.XSHE,300226,XSHE,上海钢联,2011-06-08
sz300227,300227.XSHE,300227,XSHE,光韵达,2011-06-08
sz300228,300228.XSHE,300228,XSHE,富瑞特装,2011-06-08
sz300229,300229.XSHE,300229,XSHE,拓尔思,2011-06-15
sz300230,300230.XSHE,300230,XSHE,永利股份,2011-06-15
sz300231,300231.XSHE,300231,XSHE,银信科技,2011-06-15
sz300232,300232.XSHE,300232,XSHE,洲明科技,2011-06-22
sz300233,300233.XSHE,300233,XSHE,金城医药,2011-06-22
sz300234,300234.XSHE,300234,XSHE,开尔新材,2011-06-22
sz300235,300235.XSHE,300235,XSHE,方直科技,2011-06-29
sz300236,300236.XSHE,300236,XSHE,上海新阳,2011-06-29
sz300237,300237.XSHE,300237,XSHE,ST美晨,2011-06-29
sz300238,300238.XSHE,300238,XSHE,冠昊生物,2011-07-06
sz300239,300239.XSHE,300239,XSHE,东宝生物,2011-07-06
sz300240,300240.XSHE,300240,XSHE,飞力达,2011-07-06
sz300241,300241.XSHE,300241,XSHE,瑞丰光电,2011-07-12
sz300242,300242.XSHE,300242,XSHE,佳云科技,2011-07-12
sz300243,300243.XSHE,300243,XSHE,瑞丰高材,2011-07-12
sz300244,300244.XSHE,300244,XSHE,迪安诊断,2011-07-19
sz300245,300245.XSHE,300245,XSHE,天玑科技,2011-07-19
sz300246,300246.XSHE,300246,XSHE,宝莱特,2011-07-19
sz300247,300247.XSHE,300247,XSHE,融捷健康,2011-07-29
sz300248,300248.XSHE,300248,XSHE,新开普,2011-07-29
sz300249,300249.XSHE,300249,XSHE,依米康,2011-08-03
sz300250,300250.XSHE,300250,XSHE,初灵信息,2011-08-03
sz300251,300251.XSHE,300251,XSHE,光线传媒,2011-08-03
sz300252,300252.XSHE,300252,XSHE,金信诺,2011-08-18
sz300253,300253.XSHE,300253,XSHE,卫宁健康,2011-08-18
sz300254,300254.XSHE,300254,XSHE,仟源医药,2011-08-19
sz300255,300255.XSHE,300255,XSHE,常山药业,2011-08-19
sz300256,300256.XSHE,300256,XSHE,星星科技,2011-08-19
sz300257,300257.XSHE,300257,XSHE,开山股份,2011-08-19
sz300258,300258.XSHE,300258,XSHE,精锻科技,2011-08-26
sz300259,300259.XSHE,300259,XSHE,新天科技,2011-08-31
sz300260,300260.XSHE,300260,XSHE,新莱应材,2011-09-06
sz300261,300261.XSHE,300261,XSHE,雅本化学,2011-09-06
sz300263,300263.XSHE,300263,XSHE,隆华科技,2011-09-16
sz300264,300264.XSHE,300264,XSHE,佳创视讯,2011-09-16
sz300265,300265.XSHE,300265,XSHE,通光线缆,2011-09-16
sz300266,300266.XSHE,300266,XSHE,兴源环境,2011-09-27
sz300267,300267.XSHE,300267,XSHE,尔康制药,2011-09-27
sz300268,300268.XSHE,300268,XSHE,*ST佳沃,2011-09-27
sz300269,300269.XSHE,300269,XSHE,联建光电,2011-10-12
sz300270,300270.XSHE,300270,XSHE,中威电子,2011-10-12
sz300271,300271.XSHE,300271,XSHE,华宇软件,2011-10-26
sz300272,300272.XSHE,300272,XSHE,开能健康,2011-11-02
sz300274,300274.XSHE,300274,XSHE,阳光电源,2011-11-02
sz300275,300275.XSHE,300275,XSHE,梅安森,2011-11-02
sz300276,300276.XSHE,300276,XSHE,三丰智能,2011-11-15
sz300277,300277.XSHE,300277,XSHE,海联讯,2011-11-23
sz300278,300278.XSHE,300278,XSHE,华昌达,2011-12-16
sz300279,300279.XSHE,300279,XSHE,和晶科技,2011-12-29
sz300281,300281.XSHE,300281,XSHE,金明精机,2011-12-29
sz300283,300283.XSHE,300283,XSHE,温州宏丰,2012-01-10
sz300284,300284.XSHE,300284,XSHE,苏交科,2012-01-10
sz300285,300285.XSHE,300285,XSHE,国瓷材料,2012-01-13
sz300286,300286.XSHE,300286,XSHE,安科瑞,2012-01-13
sz300287,300287.XSHE,300287,XSHE,飞利信,2012-02-01
sz300288,300288.XSHE,300288,XSHE,朗玛信息,2012-02-16
sz300289,300289.XSHE,300289,XSHE,利德曼,2012-02-16
sz300290,300290.XSHE,300290,XSHE,荣科科技,2012-02-16
sz300291,300291.XSHE,300291,XSHE,百纳千成,2012-02-09
sz300292,300292.XSHE,300292,XSHE,吴通控股,2012-02-29
sz300293,300293.XSHE,300293,XSHE,蓝英装备,2012-03-08
sz300294,300294.XSHE,300294,XSHE,博雅生物,2012-03-08
sz300295,300295.XSHE,300295,XSHE,三六五网,2012-03-15
sz300296,300296.XSHE,300296,XSHE,利亚德,2012-03-15
sz300298,300298.XSHE,300298,XSHE,三诺生物,2012-03-19
sz300299,300299.XSHE,300299,XSHE,富春股份,2012-03-19
sz300300,300300.XSHE,300300,XSHE,海峡创新,2012-03-19
sz300301,300301.XSHE,300301,XSHE,ST长方,2012-03-21
sz300302,300302.XSHE,300302,XSHE,同有科技,2012-03-21
sz300303,300303.XSHE,300303,XSHE,聚飞光电,2012-03-19
sz300304,300304.XSHE,300304,XSHE,云意电气,2012-03-21
sz300305,300305.XSHE,300305,XSHE,裕兴股份,2012-03-29
sz300306,300306.XSHE,300306,XSHE,远方信息,2012-03-29
sz300307,300307.XSHE,300307,XSHE,慈星股份,2012-03-29
sz300308,300308.XSHE,300308,XSHE,中际旭创,2012-04-10
sz300310,300310.XSHE,300310,XSHE,宜通世纪,2012-04-25
sz300311,300311.XSHE,300311,XSHE,ST任子行,2012-04-25
sz300313,300313.XSHE,300313,XSHE,*ST天山,2012-04-25
sz300314,300314.XSHE,300314,XSHE,戴维医疗,2012-05-08
sz300315,300315.XSHE,300315,XSHE,掌趣科技,2012-05-11
sz300316,300316.XSHE,300316,XSHE,晶盛机电,2012-05-11
sz300317,300317.XSHE,300317,XSHE,珈伟新能,2012-05-11
sz300318,300318.XSHE,300318,XSHE,博晖创新,2012-05-23
sz300319,300319.XSHE,300319,XSHE,麦捷科技,2012-05-23
sz300320,300320.XSHE,300320,XSHE,海达股份,2012-06-01
sz300321,300321.XSHE,300321,XSHE,同大股份,2012-05-23
sz300322,300322.XSHE,300322,XSHE,硕贝德,2012-06-08
sz300323,300323.XSHE,300323,XSHE,华灿光电,2012-06-01
sz300324,300324.XSHE,300324,XSHE,旋极信息,2012-06-08
sz300326,300326.XSHE,300326,XSHE,ST凯利,2012-06-13
sz300327,300327.XSHE,300327,XSHE,中颖电子,2012-06-13
sz300328,300328.XSHE,300328,XSHE,宜安科技,2012-06-19
sz300329,300329.XSHE,300329,XSHE,海伦钢琴,2012-06-19
sz300331,300331.XSHE,300331,XSHE,苏大维格,2012-06-28
sz300332,300332.XSHE,300332,XSHE,天壕能源,2012-06-28
sz300333,300333.XSHE,300333,XSHE,兆日科技,2012-06-28
sz300334,300334.XSHE,300334,XSHE,津膜科技,2012-07-05
sz300335,300335.XSHE,300335,XSHE,迪森股份,2012-07-10
sz300337,300337.XSHE,300337,XSHE,银邦股份,2012-07-18
sz300338,300338.XSHE,300338,XSHE,ST开元,2012-07-26
sz300339,300339.XSHE,300339,XSHE,润和软件,2012-07-18
sz300340,300340.XSHE,300340,XSHE,科恒股份,2012-07-26
sz300341,300341.XSHE,300341,XSHE,麦克奥迪,2012-07-26
