secID,ticker,tradeDate,marketValue,negMarketValue,secShortName,exchangeCD
300391.XSHE,300391,2026-03-26,136631079.0,136631079.0,长药退,XSHE
600355.XSHG,600355,2026-03-26,388750468.0,388750468.0,*ST精伦,XSHG
000638.XSHE,000638,2026-03-26,439055106.0,437305296.0,*ST万方,XSHE
600696.XSHG,600696,2026-03-26,555219204.0,555219204.0,*ST岩石,XSHG
000004.XSHE,000004,2026-03-26,675139530.0,644067780.0,*ST国华,XSHE
605081.XSHG,605081,2026-03-26,841425953.0,841425953.0,*ST太和,XSHG
300029.XSHE,300029,2026-03-26,988497538.0,987776279.0,*ST天龙,XSHE
600608.XSHG,600608,2026-03-26,1003027270.0,971032770.0,*ST沪科,XSHG
600599.XSHG,600599,2026-03-26,1025880000.0,1025880000.0,*ST熊猫,XSHG
300344.XSHE,300344,2026-03-26,1199991155.0,1196789154.0,*ST立方,XSHE
002808.XSHE,002808,2026-03-26,1209600000.0,742526550.0,*ST恒久,XSHE
688701.XSHG,688701,2026-03-26,1278320848.0,1278320848.0,卓锦股份,XSHG
688287.XSHG,688287,2026-03-26,1322740692.0,1322740692.0,*ST观典,XSHG
600421.XSHG,600421,2026-03-26,1375068000.0,1375068000.0,*ST华嵘,XSHG
600243.XSHG,600243,2026-03-26,1382377500.0,1382377500.0,*ST海华,XSHG
600365.XSHG,600365,2026-03-26,1425654200.0,1341659200.0,ST通葡,XSHG
300338.XSHE,300338,2026-03-26,1485685143.0,1289142828.0,ST开元,XSHE
002883.XSHE,002883,2026-03-26,1489738734.0,1462720500.0,中设股份,XSHE
002856.XSHE,002856,2026-03-26,1497912696.0,1371621708.0,美芝股份,XSHE
688296.XSHG,688296,2026-03-26,1498712943.0,1491691548.0,和达科技,XSHG
688217.XSHG,688217,2026-03-26,1520397598.0,1520397598.0,睿昂基因,XSHG
600543.XSHG,600543,2026-03-26,1522108800.0,1522108800.0,莫高股份,XSHG
603789.XSHG,603789,2026-03-26,1527636096.0,1497600000.0,*ST星农,XSHG
301098.XSHE,301098,2026-03-26,1530344192.0,1245414976.0,金埔园林,XSHE
688659.XSHG,688659,2026-03-26,1548800000.0,1548800000.0,元琛科技,XSHG
688184.XSHG,688184,2026-03-26,1574570250.0,994826250.0,ST帕瓦,XSHG
002719.XSHE,002719,2026-03-26,1586410845.0,1474554621.0,麦趣尔,XSHE
300665.XSHE,300665,2026-03-26,1602682524.0,1596278988.0,飞鹿股份,XSHE
603729.XSHG,603729,2026-03-26,1603546840.0,1603546840.0,龙韵股份,XSHG
002211.XSHE,002211,2026-03-26,1608809976.0,1608809976.0,ST宏达,XSHE
002193.XSHE,002193,2026-03-26,1614785252.0,1614775997.0,如意集团,XSHE
002872.XSHE,002872,2026-03-26,1631340000.0,1102529853.0,ST天圣,XSHE
600455.XSHG,600455,2026-03-26,1640147080.0,1640147080.0,博通股份,XSHG
300417.XSHE,300417,2026-03-26,1653781728.0,1076139438.0,南华仪器,XSHE
688671.XSHG,688671,2026-03-26,1677948893.0,1001122527.0,碧兴物联,XSHG
300929.XSHE,300929,2026-03-26,1678089100.0,1609691980.0,华骐环保,XSHE
300621.XSHE,300621,2026-03-26,1689420404.0,1644535480.0,维业股份,XSHE
688004.XSHG,688004,2026-03-26,1695462960.0,1695462960.0,博汇科技,XSHG
600381.XSHG,600381,2026-03-26,1702476030.0,1702476030.0,*ST春天,XSHG
600476.XSHG,600476,2026-03-26,1723449000.0,1723449000.0,湘邮科技,XSHG
688078.XSHG,688078,2026-03-26,1744329490.0,1744329490.0,龙软科技,XSHG
300152.XSHE,300152,2026-03-26,1753488000.0,1753041264.0,ST新动力,XSHE
000929.XSHE,000929,2026-03-26,1757346360.0,1757234732.0,*ST兰黄,XSHE
300313.XSHE,300313,2026-03-26,1757580070.0,1446596024.0,*ST天山,XSHE
688528.XSHG,688528,2026-03-26,1762320000.0,1762320000.0,秦川物联,XSHG
688067.XSHG,688067,2026-03-26,1776160000.0,1776160000.0,爱威科技,XSHG
301372.XSHE,301372,2026-03-26,1776684974.0,1066725064.0,科净源,XSHE
600193.XSHG,600193,2026-03-26,1778059140.0,1778059140.0,*ST创兴,XSHG
300405.XSHE,300405,2026-03-26,1788704100.59,1376424968.71,科隆股份,XSHE
301167.XSHE,301167,2026-03-26,1790880000.0,1137175221.0,建研设计,XSHE
301288.XSHE,301288,2026-03-26,1807007300.0,1306773608.0,*ST清研,XSHE
002529.XSHE,002529,2026-03-26,1809600000.0,1809600000.0,*ST海源,XSHE
300295.XSHE,300295,2026-03-26,1835460616.0,1621650712.0,三六五网,XSHE
688329.XSHG,688329,2026-03-26,1841220000.0,1841220000.0,艾隆科技,XSHG
600561.XSHG,600561,2026-03-26,1846254432.0,1846254432.0,江西长运,XSHG
300635.XSHE,300635,2026-03-26,1846784660.0,1588263298.0,中达安,XSHE
688573.XSHG,688573,2026-03-26,1867109040.0,1016429420.0,信宇人,XSHG
300649.XSHE,300649,2026-03-26,1868398226.0,1497308048.0,杭州园林,XSHE
600883.XSHG,600883,2026-03-26,1876899600.0,1876899600.0,博闻科技,XSHG
002731.XSHE,002731,2026-03-26,1900677520.0,1704050488.0,ST萃华,XSHE
600697.XSHG,600697,2026-03-26,1901102795.0,1856743200.0,欧亚集团,XSHG
002306.XSHE,002306,2026-03-26,1904779875.0,1782483486.0,*ST云网,XSHE
688681.XSHG,688681,2026-03-26,1939535100.0,1939535100.0,科汇股份,XSHG
300500.XSHE,300500,2026-03-26,1941559884.0,1870393680.0,启迪设计,XSHE
603717.XSHG,603717,2026-03-26,1946881002.0,1946881002.0,天域生物,XSHG
600493.XSHG,600493,2026-03-26,1952960000.0,1952960000.0,凤竹纺织,XSHG
688565.XSHG,688565,2026-03-26,1955473800.0,1955473800.0,力源科技,XSHG
002199.XSHE,002199,2026-03-26,1962145744.0,1962145744.0,*ST东晶,XSHE
002494.XSHE,002494,2026-03-26,1969561854.0,1496941488.0,华斯股份,XSHE
688193.XSHG,688193,2026-03-26,1985463545.0,1985463545.0,仁度生物,XSHG
600778.XSHG,600778,2026-03-26,1993544960.0,1991775360.0,友好集团,XSHG
001211.XSHE,001211,2026-03-26,1994400000.0,1855805820.0,双枪科技,XSHE
600892.XSHG,600892,2026-03-26,2002881836.0,2002363810.0,*ST大晟,XSHG
300169.XSHE,300169,2026-03-26,2004804060.0,1855675170.0,天晟新材,XSHE
002898.XSHE,002898,2026-03-26,2008160000.0,1155406266.0,*ST赛隆,XSHE
603879.XSHG,603879,2026-03-26,2008735196.0,2008735196.0,永悦科技,XSHG
688189.XSHG,688189,2026-03-26,2011352000.0,2011352000.0,南新制药,XSHG
002569.XSHE,002569,2026-03-26,2011819700.0,1955190908.0,*ST步森,XSHE
688156.XSHG,688156,2026-03-26,2016298284.0,2016298284.0,路德科技,XSHG
301037.XSHE,301037,2026-03-26,2017349967.0,986648078.0,保立佳,XSHE
002789.XSHE,002789,2026-03-26,2030410920.0,1990248792.0,*ST建艺,XSHE
603880.XSHG,603880,2026-03-26,2034855680.0,2034855680.0,南卫股份,XSHG
300838.XSHE,300838,2026-03-26,2043454180.0,1506990069.0,浙江力诺,XSHE
300670.XSHE,300670,2026-03-26,2044137225.0,1449277590.0,大烨智能,XSHE
688695.XSHG,688695,2026-03-26,2051439768.0,1287899460.0,中创股份,XSHG
000668.XSHE,000668,2026-03-26,2055786600.0,2055786600.0,*ST荣控,XSHE
603860.XSHG,603860,2026-03-26,2057078000.0,2057078000.0,中公高科,XSHG
603779.XSHG,603779,2026-03-26,2058913360.0,2058913360.0,威龙股份,XSHG
301336.XSHE,301336,2026-03-26,2060800000.0,1567769056.0,趣睡科技,XSHE
603022.XSHG,603022,2026-03-26,2068000000.0,2068000000.0,新通联,XSHG
688058.XSHG,688058,2026-03-26,2068819720.0,2068819720.0,宝兰德,XSHG
300823.XSHE,300823,2026-03-26,2074765968.0,1343064096.0,建科智能,XSHE
002591.XSHE,002591,2026-03-26,2080382535.0,1548941625.0,恒大高新,XSHE
600847.XSHG,600847,2026-03-26,2081642892.0,2081642892.0,万里股份,XSHG
300923.XSHE,300923,2026-03-26,2083686000.0,2027179935.0,研奥股份,XSHE
002715.XSHE,002715,2026-03-26,2083800000.0,2083800000.0,登云股份,XSHE
300958.XSHE,300958,2026-03-26,2084596780.0,1210957020.0,建工修复,XSHE
600448.XSHG,600448,2026-03-26,2084703207.0,2084703207.0,华纺股份,XSHG
300106.XSHE,300106,2026-03-26,2085849801.0,2085849801.0,西部牧业,XSHE
300717.XSHE,300717,2026-03-26,2086332500.0,2067624020.0,华信新材,XSHE
001336.XSHE,001336,2026-03-26,2086496060.0,1209299872.0,楚环科技,XSHE
300220.XSHE,300220,2026-03-26,2088072000.0,2085576533.0,金运激光,XSHE
300535.XSHE,300535,2026-03-26,2089027725.76,1584263617.92,达威股份,XSHE
301049.XSHE,301049,2026-03-26,2093368014.0,951174344.0,超越科技,XSHE
688670.XSHG,688670,2026-03-26,2096864000.0,2096864000.0,金迪克,XSHG
603908.XSHG,603908,2026-03-26,2097220040.0,2097220040.0,牧高笛,XSHG
688450.XSHG,688450,2026-03-26,2097480000.0,1555016756.16,光格科技,XSHG
301273.XSHE,301273,2026-03-26,2099821158.0,1611645522.0,瑞晨环保,XSHE
300556.XSHE,300556,2026-03-26,2106726874.29,1854485916.83,丝路视觉,XSHE
300886.XSHE,300886,2026-03-26,2108555620.0,1230389197.0,华业香料,XSHE
688420.XSHG,688420,2026-03-26,2109939800.0,995892540.0,美腾科技,XSHG
301139.XSHE,301139,2026-03-26,2110642688.0,1322260856.0,元道通信,XSHE
301024.XSHE,301024,2026-03-26,2111022000.0,1998972000.0,霍普股份,XSHE
688466.XSHG,688466,2026-03-26,2113267660.0,2113267660.0,金科环境,XSHG
603709.XSHG,603709,2026-03-26,2114314644.0,2098082961.0,中源家居,XSHG
600137.XSHG,600137,2026-03-26,2118371504.0,2118371504.0,浪莎股份,XSHG
002816.XSHE,002816,2026-03-26,2120000000.0,2120000000.0,*ST和科,XSHE
688393.XSHG,688393,2026-03-26,2123051090.31,2123051090.31,安必平,XSHG
688021.XSHG,688021,2026-03-26,2125829134.0,2125829134.0,奥福科技,XSHG
605567.XSHG,605567,2026-03-26,2134000000.0,2134000000.0,春雪食品,XSHG
002656.XSHE,002656,2026-03-26,2137559400.0,2029769400.0,*ST摩登,XSHE
000820.XSHE,000820,2026-03-26,2140097712.0,982960439.0,*ST节能,XSHE
688395.XSHG,688395,2026-03-26,2143293075.0,2143293075.0,正弦电气,XSHG
300614.XSHE,300614,2026-03-26,2143487752.0,2143487752.0,百川畅银,XSHE
002316.XSHE,002316,2026-03-26,2146435200.0,1860413100.0,亚联发展,XSHE
300013.XSHE,300013,2026-03-26,2149681765.0,1716952160.0,新宁物流,XSHE
603356.XSHG,603356,2026-03-26,2158774600.0,2158774600.0,华菱精工,XSHG
002188.XSHE,002188,2026-03-26,2158885740.0,1698595800.0,中天服务,XSHE
001366.XSHE,001366,2026-03-26,2159539200.0,2159539200.0,播恩集团,XSHE
600303.XSHG,600303,2026-03-26,2160189272.0,2134909272.0,曙光股份,XSHG
000610.XSHE,000610,2026-03-26,2161508327.0,2150154259.0,西安旅游,XSHE
002910.XSHE,002910,2026-03-26,2162665764.0,1891945720.0,庄园牧场,XSHE
301515.XSHE,301515,2026-03-26,2166002166.0,1365481056.0,港通医疗,XSHE
600119.XSHG,600119,2026-03-26,2166053472.0,2166053472.0,长江投资,XSHG
300163.XSHE,300163,2026-03-26,2166180000.0,2073820300.0,先锋新材,XSHE
300675.XSHE,300675,2026-03-26,2167733826.0,2167733826.0,建科院,XSHE
002820.XSHE,002820,2026-03-26,2169377640.0,2169377640.0,桂发祥,XSHE
603214.XSHG,603214,2026-03-26,2180619600.0,2180619600.0,爱婴室,XSHG
603825.XSHG,603825,2026-03-26,2183761492.0,2183761492.0,ST华扬,XSHG
300103.XSHE,300103,2026-03-26,2188270890.0,2186453976.33,达刚控股,XSHE
000702.XSHE,000702,2026-03-26,2194136250.0,1687797018.0,正虹科技,XSHE
300883.XSHE,300883,2026-03-26,2197100000.0,2099783710.0,龙利得,XSHE
000632.XSHE,000632,2026-03-26,2197252512.0,2197073152.0,三木集团,XSHE
605122.XSHG,605122,2026-03-26,2197513500.0,2197513500.0,四方新材,XSHG
002524.XSHE,002524,2026-03-26,2200465932.0,2181360671.0,光正眼科,XSHE
300472.XSHE,300472,2026-03-26,2213079948.0,2129324856.0,*ST新元,XSHE
688426.XSHG,688426,2026-03-26,2213876016.0,756255168.0,康为世纪,XSHG
300721.XSHE,300721,2026-03-26,2213892524.0,1858063331.0,怡达股份,XSHE
300334.XSHE,300334,2026-03-26,2214139382.0,2213878434.0,津膜科技,XSHE
301030.XSHE,301030,2026-03-26,2216097135.0,2213057415.0,仕净科技,XSHE
600768.XSHG,600768,2026-03-26,2216191104.0,2216191104.0,宁波富邦,XSHG
300640.XSHE,300640,2026-03-26,2217382942.0,1573941083.0,德艺文创,XSHE
688096.XSHG,688096,2026-03-26,2218817360.0,2218817360.0,京源环保,XSHG
300549.XSHE,300549,2026-03-26,2221444400.0,1683571302.0,优德精密,XSHE
600228.XSHG,600228,2026-03-26,2225031150.0,2221638648.0,*ST返利,XSHG
002963.XSHE,002963,2026-03-26,2228335200.0,1692621840.0,豪尔赛,XSHE
301001.XSHE,301001,2026-03-26,2231200000.0,1402867000.0,凯淳股份,XSHE
300112.XSHE,300112,2026-03-26,2231837171.0,1827478515.0,万讯自控,XSHE
301390.XSHE,301390,2026-03-26,2233800000.0,1081557561.0,经纬股份,XSHE
603580.XSHG,603580,2026-03-26,2234511720.0,2234511720.0,*ST艾艾,XSHG
688056.XSHG,688056,2026-03-26,2234701325.0,2234701325.0,莱伯泰科,XSHG
301131.XSHE,301131,2026-03-26,2235696250.0,1601435410.0,聚赛龙,XSHE
603183.XSHG,603183,2026-03-26,2237189850.0,2237189850.0,建研院,XSHG
603073.XSHG,603073,2026-03-26,2239960000.0,982739968.0,彩蝶实业,XSHG
300517.XSHE,300517,2026-03-26,2240621812.0,1386607326.0,海波重科,XSHE
002227.XSHE,002227,2026-03-26,2242646110.0,2225728040.0,奥特迅,XSHE
603029.XSHG,603029,2026-03-26,2243613580.0,2243613580.0,天鹅股份,XSHG
688026.XSHG,688026,2026-03-26,2245828800.0,2245112000.0,洁特生物,XSHG
600202.XSHG,600202,2026-03-26,2246376502.0,2246376502.0,哈空调,XSHG
002622.XSHE,002622,2026-03-26,2251200268.0,2251133804.0,皓宸医疗,XSHE
688038.XSHG,688038,2026-03-26,2252989024.0,2252989024.0,中科通达,XSHG
301519.XSHE,301519,2026-03-26,2253302026.0,1052143804.0,舜禹股份,XSHE
301272.XSHE,301272,2026-03-26,2253508596.0,1206773820.0,英华特,XSHE
300935.XSHE,300935,2026-03-26,2254243266.0,1710567606.0,盈建科,XSHE
002760.XSHE,002760,2026-03-26,2254804056.0,2254804056.0,凤形股份,XSHE
301298.XSHE,301298,2026-03-26,2254848000.0,1662021120.0,东利机械,XSHE
603041.XSHG,603041,2026-03-26,2258211141.0,2258211141.0,美思德,XSHG
000056.XSHE,000056,2026-03-26,2258628862.0,1726117615.0,皇庭国际,XSHE
301126.XSHE,301126,2026-03-26,2259435200.0,1516716300.0,达嘉维康,XSHE
301429.XSHE,301429,2026-03-26,2261548600.0,842506243.0,森泰股份,XSHE
688638.XSHG,688638,2026-03-26,2262400000.0,1069024400.0,誉辰智能,XSHG
301130.XSHE,301130,2026-03-26,2268067410.25,1749864724.0,西点药业,XSHE
301006.XSHE,301006,2026-03-26,2275835200.0,1406646874.0,迈拓股份,XSHE
600235.XSHG,600235,2026-03-26,2276424000.0,2276424000.0,民丰特纸,XSHG
603177.XSHG,603177,2026-03-26,2276740800.0,2276740800.0,德创环保,XSHG
300961.XSHE,300961,2026-03-26,2278048000.0,1960507795.0,深水海纳,XSHE
300305.XSHE,300305,2026-03-26,2278680428.0,1951358713.0,裕兴股份,XSHE
002694.XSHE,002694,2026-03-26,2281623552.0,2149154293.0,顾地科技,XSHE
001231.XSHE,001231,2026-03-26,2281630200.0,1139331150.0,农心科技,XSHE
000663.XSHE,000663,2026-03-26,2282716842.0,2076722136.0,永安林业,XSHE
603506.XSHG,603506,2026-03-26,2283378048.0,2283378048.0,南都物业,XSHG
600099.XSHG,600099,2026-03-26,2285421600.0,2285421600.0,林海股份,XSHG
003003.XSHE,003003,2026-03-26,2286756800.0,1524284122.0,天元股份,XSHE
301113.XSHE,301113,2026-03-26,2286830000.0,1385102775.0,雅艺科技,XSHE
300462.XSHE,300462,2026-03-26,2288832597.0,1743369420.0,ST华铭,XSHE
600107.XSHG,600107,2026-03-26,2289600000.0,2289600000.0,ST尔雅,XSHG
300605.XSHE,300605,2026-03-26,2290479317.0,1657279142.0,恒锋信息,XSHE
300030.XSHE,300030,2026-03-26,2291078634.0,2017195401.0,阳普医疗,XSHE
600082.XSHG,600082,2026-03-26,2293711090.0,2251890670.0,海泰发展,XSHG
603021.XSHG,603021,2026-03-26,2294027877.0,2294027877.0,ST华鹏,XSHG
301163.XSHE,301163,2026-03-26,2294592000.0,1538883872.0,宏德股份,XSHE
002802.XSHE,002802,2026-03-26,2296385553.0,1896486144.0,洪汇新材,XSHE
300074.XSHE,300074,2026-03-26,2299366168.0,2286829094.0,华平股份,XSHE
002848.XSHE,002848,2026-03-26,2301655500.0,2271033774.0,*ST高斯,XSHE
003023.XSHE,003023,2026-03-26,2302767376.0,2297531906.0,彩虹集团,XSHE
301355.XSHE,301355,2026-03-26,2304106199.0,1183425774.0,南王科技,XSHE
002076.XSHE,002076,2026-03-26,2306978960.0,2167930336.0,*ST星光,XSHE
600238.XSHG,600238,2026-03-26,2312712000.0,2297601456.0,*ST椰岛,XSHG
003008.XSHE,003008,2026-03-26,2314000000.0,1732124675.0,开普检测,XSHE
002652.XSHE,002652,2026-03-26,2314529280.0,2314529280.0,扬子新材,XSHE
301072.XSHE,301072,2026-03-26,2316264300.0,1480434795.0,中捷精工,XSHE
002319.XSHE,002319,2026-03-26,2318860575.0,2214000000.0,乐通股份,XSHE
300966.XSHE,300966,2026-03-26,2321763368.0,1538057562.0,共同药业,XSHE
688051.XSHG,688051,2026-03-26,2322340020.0,2322340020.0,佳华科技,XSHG
002105.XSHE,002105,2026-03-26,2325636700.0,2314390850.0,信隆健康,XSHE
003042.XSHE,003042,2026-03-26,2328123200.0,2081155538.0,中农联合,XSHE
688288.XSHG,688288,2026-03-26,2328653621.0,2328653621.0,鸿泉技术,XSHG
300845.XSHE,300845,2026-03-26,2329913663.0,1638422236.0,捷安高科,XSHE
300126.XSHE,300126,2026-03-26,2331354792.0,1615706209.0,锐奇股份,XSHE
002513.XSHE,002513,2026-03-26,2332438740.0,1794946473.0,蓝丰生化,XSHE
000679.XSHE,000679,2026-03-26,2334420000.0,2334420000.0,大连友谊,XSHE
301010.XSHE,301010,2026-03-26,2337120000.0,2337120000.0,晶雪节能,XSHE
002743.XSHE,002743,2026-03-26,2337391845.0,2333646270.0,富煌钢构,XSHE
300268.XSHE,300268,2026-03-26,2337764000.0,1794354650.0,*ST佳沃,XSHE
002809.XSHE,002809,2026-03-26,2338317020.0,1537259425.0,红墙股份,XSHE
603208.XSHG,603208,2026-03-26,2338679640.0,2338679640.0,江山欧派,XSHG
002817.XSHE,002817,2026-03-26,2338947924.0,2268107326.0,黄山胶囊,XSHE
300645.XSHE,300645,2026-03-26,2339072990.0,2293213784.0,正元智慧,XSHE
301065.XSHE,301065,2026-03-26,2340921600.0,1905228000.0,本立科技,XSHE
300069.XSHE,300069,2026-03-26,2343510000.0,2343510000.0,金利华电,XSHE
002696.XSHE,002696,2026-03-26,2344872094.0,2264476313.0,百洋股份,XSHE
002873.XSHE,002873,2026-03-26,2345837518.0,2293607168.0,新天药业,XSHE
688793.XSHG,688793,2026-03-26,2346309420.0,2346309420.0,倍轻松,XSHG
301198.XSHE,301198,2026-03-26,2349100000.0,2162206160.0,喜悦智行,XSHE
300928.XSHE,300928,2026-03-26,2349600000.0,1573835505.0,华安鑫创,XSHE
001260.XSHE,001260,2026-03-26,2351750000.0,2351750000.0,坤泰股份,XSHE
001259.XSHE,001259,2026-03-26,2352637133.0,1519997665.0,利仁科技,XSHE
600051.XSHG,600051,2026-03-26,2356470400.0,2356470400.0,宁波联合,XSHG
300949.XSHE,300949,2026-03-26,2358000000.0,1348033230.0,奥雅股份,XSHE
300564.XSHE,300564,2026-03-26,2358429686.0,1654864116.0,筑博设计,XSHE
300716.XSHE,300716,2026-03-26,2358694800.0,2358694800.0,ST泉为,XSHE
688178.XSHG,688178,2026-03-26,2362938840.0,2362938840.0,万德斯,XSHG
300167.XSHE,300167,2026-03-26,2363500787.0,2178482331.0,ST迪威迅,XSHE
301512.XSHE,301512,2026-03-26,2363736288.0,1099729888.0,智信精密,XSHE
688092.XSHG,688092,2026-03-26,2364181820.0,2364181820.0,爱科科技,XSHG
605177.XSHG,605177,2026-03-26,2365652182.0,2321482080.0,东亚药业,XSHG
001387.XSHE,001387,2026-03-26,2368413376.0,1473999282.0,雪祺电气,XSHE
688203.XSHG,688203,2026-03-26,2369306989.0,2369306989.0,海正生材,XSHG
603679.XSHG,603679,2026-03-26,2372981878.0,2372981878.0,华体科技,XSHG
300610.XSHE,300610,2026-03-26,2373687216.0,1779957120.0,晨化股份,XSHE
688113.XSHG,688113,2026-03-26,2373695536.0,2373695536.0,联测科技,XSHG
002486.XSHE,002486,2026-03-26,2373935328.0,2362944672.0,嘉麟杰,XSHE
000838.XSHE,000838,2026-03-26,2376998352.0,2276134344.0,财信发展,XSHE
000637.XSHE,000637,2026-03-26,2381029332.0,1669799758.0,茂化实华,XSHE
688616.XSHG,688616,2026-03-26,2382143824.0,2382143824.0,西力科技,XSHG
002778.XSHE,002778,2026-03-26,2382788030.0,2357488170.0,中晟高科,XSHE
300519.XSHE,300519,2026-03-26,2384000000.0,1700090000.0,新光药业,XSHE
002205.XSHE,002205,2026-03-26,2384368256.0,2384368256.0,国统股份,XSHE
003011.XSHE,003011,2026-03-26,2386190240.0,1814783712.0,海象新材,XSHE
002858.XSHE,002858,2026-03-26,2386672288.0,2140005504.0,力盛体育,XSHE
002687.XSHE,002687,2026-03-26,2397702625.0,1963885600.0,乔治白,XSHE
002999.XSHE,002999,2026-03-26,2398384800.0,2371632810.0,天禾股份,XSHE
002780.XSHE,002780,2026-03-26,2404360572.0,1899677172.0,三夫户外,XSHE
301359.XSHE,301359,2026-03-26,2405923520.0,1369301934.0,东南电子,XSHE
605151.XSHG,605151,2026-03-26,2407174638.0,2407174638.0,西上海,XSHG
002762.XSHE,002762,2026-03-26,2407370000.0,1437373120.0,*ST金比,XSHE
300536.XSHE,300536,2026-03-26,2407896122.0,2407721249.0,农尚环境,XSHE
300097.XSHE,300097,2026-03-26,2412274656.0,2257282764.0,ST智云,XSHE
000952.XSHE,000952,2026-03-26,2413382359.44,2394198483.6,广济药业,XSHE
603335.XSHG,603335,2026-03-26,2414735544.0,2414735544.0,迪生力,XSHG
300211.XSHE,300211,2026-03-26,2416241115.0,2361830520.0,*ST亿通,XSHE
002247.XSHE,002247,2026-03-26,2416471084.0,1827655588.0,聚力文化,XSHE
603536.XSHG,603536,2026-03-26,2416536376.6,2416536376.6,惠发食品,XSHG
603818.XSHG,603818,2026-03-26,2416634528.0,2416634528.0,曲美家居,XSHG
603182.XSHG,603182,2026-03-26,2422176000.0,2422176000.0,嘉华股份,XSHG
300851.XSHE,300851,2026-03-26,2423703192.0,1508586800.0,交大思诺,XSHE
001373.XSHE,001373,2026-03-26,2423960701.0,1169217693.0,翔腾新材,XSHE
603378.XSHG,603378,2026-03-26,2425856756.0,2425856756.0,亚士创能,XSHG
300597.XSHE,300597,2026-03-26,2428598700.0,2417926302.0,吉大通信,XSHE
300371.XSHE,300371,2026-03-26,2430704984.0,1623677632.0,汇中股份,XSHE
603028.XSHG,603028,2026-03-26,2431228800.0,2407089300.0,赛福天,XSHG
600371.XSHG,600371,2026-03-26,2431323180.0,2431323180.0,万向德农,XSHG
605180.XSHG,605180,2026-03-26,2431910000.0,2431910000.0,华生科技,XSHG
000790.XSHE,000790,2026-03-26,2432505660.0,2428196940.0,华神科技,XSHE
002495.XSHE,002495,2026-03-26,2432626560.0,1822011100.0,佳隆股份,XSHE
300460.XSHE,300460,2026-03-26,2434573281.0,2434573281.0,ST惠伦,XSHE
688369.XSHG,688369,2026-03-26,2436862815.0,2436862815.0,致远互联,XSHG
301502.XSHE,301502,2026-03-26,2437465450.0,1007164900.0,华阳智能,XSHE
603557.XSHG,603557,2026-03-26,2437638279.0,2437638279.0,ST起步,XSHG
301314.XSHE,301314,2026-03-26,2441497500.0,718087500.0,科瑞思,XSHE
300865.XSHE,300865,2026-03-26,2444624000.0,1437223270.0,大宏立,XSHE
603137.XSHG,603137,2026-03-26,2447647554.0,986551554.0,恒尚节能,XSHG
300899.XSHE,300899,2026-03-26,2450562070.0,1572764962.0,*ST凯鑫,XSHE
301063.XSHE,301063,2026-03-26,2451432843.0,1913197077.0,海锅股份,XSHE
600444.XSHG,600444,2026-03-26,2456959482.0,2456959482.0,国机通用,XSHG
000605.XSHE,000605,2026-03-26,2465083614.0,2465083614.0,渤海股份,XSHE
300694.XSHE,300694,2026-03-26,2465919744.0,2465919744.0,蠡湖股份,XSHE
300947.XSHE,300947,2026-03-26,2472612772.0,2471631172.0,德必集团,XSHE
300554.XSHE,300554,2026-03-26,2473821090.0,1713195534.0,三超新材,XSHE
688310.XSHG,688310,2026-03-26,2479997924.0,2479997924.0,迈得医疗,XSHG
688022.XSHG,688022,2026-03-26,2481642813.0,2481642813.0,瀚川智能,XSHG
688130.XSHG,688130,2026-03-26,2481894283.0,1237653103.0,晶华微,XSHG
603168.XSHG,603168,2026-03-26,2484199960.0,2473492960.0,莎普爱思,XSHG
688517.XSHG,688517,2026-03-26,2484994108.0,2484994108.0,金冠电气,XSHG
300906.XSHE,300906,2026-03-26,2486400000.0,2243882760.0,日月明,XSHE
002084.XSHE,002084,2026-03-26,2487315600.0,2481842440.0,海鸥住工,XSHE
603321.XSHG,603321,2026-03-26,2487582135.0,2456744885.0,梅轮电梯,XSHG
688118.XSHG,688118,2026-03-26,2490622723.0,2490622723.0,普元信息,XSHG
000633.XSHE,000633,2026-03-26,2491638408.0,2491619645.0,合金投资,XSHE
605199.XSHG,605199,2026-03-26,2492677824.0,2492677824.0,ST葫芦娃,XSHG
600287.XSHG,600287,2026-03-26,2494105731.0,2494105731.0,苏豪时尚,XSHG
003032.XSHE,003032,2026-03-26,2495174500.0,1712563380.0,*ST传智,XSHE
003030.XSHE,003030,2026-03-26,2498097602.0,1589305718.0,祖名股份,XSHE
603261.XSHG,603261,2026-03-26,2501861400.0,2501861400.0,*ST立航,XSHG
688121.XSHG,688121,2026-03-26,2502005940.0,2170560357.0,卓然股份,XSHG
000985.XSHE,000985,2026-03-26,2502042350.0,2502042350.0,大庆华科,XSHE
603385.XSHG,603385,2026-03-26,2504775700.0,2504775700.0,惠达卫浴,XSHG
688355.XSHG,688355,2026-03-26,2507631903.0,2507631903.0,明志科技,XSHG
688132.XSHG,688132,2026-03-26,2508671296.0,2508671296.0,邦彦技术,XSHG
603721.XSHG,603721,2026-03-26,2509000000.0,2509000000.0,*ST天择,XSHG
000757.XSHE,000757,2026-03-26,2509092831.0,2509045260.0,浩物股份,XSHE
600774.XSHG,600774,2026-03-26,2510725724.0,2509430502.0,汉商集团,XSHG
000953.XSHE,000953,2026-03-26,2511598292.0,2511598292.0,河化股份,XSHE
300387.XSHE,300387,2026-03-26,2514795900.0,2513922420.0,富邦科技,XSHE
003017.XSHE,003017,2026-03-26,2515800000.0,2075175600.0,大洋生物,XSHE
