secID,ticker,tradeDate,marketValue,negMarketValue,secShortName,exchangeCD
300989.XSHE,300989,2026-03-26,3092667736.0,2207989512.0,蕾奥规划,XSHE
300550.XSHE,300550,2026-03-26,3092959156.0,3090087192.0,和仁科技,XSHE
001225.XSHE,001225,2026-03-26,3095739600.0,988823600.0,和泰机电,XSHE
300359.XSHE,300359,2026-03-26,3097000326.0,3096845313.0,全通教育,XSHE
603136.XSHG,603136,2026-03-26,3101054516.0,3101054516.0,天目湖,XSHG
688576.XSHG,688576,2026-03-26,3101735000.0,1485574274.0,西山科技,XSHG
603813.XSHG,603813,2026-03-26,3102143100.0,3102143100.0,*ST原尚,XSHG
301105.XSHE,301105,2026-03-26,3105000000.0,1020768750.0,鸿铭股份,XSHE
600358.XSHG,600358,2026-03-26,3105360705.0,3105360705.0,ST联合,XSHG
300730.XSHE,300730,2026-03-26,3105870320.0,2489950008.0,科创信息,XSHE
300381.XSHE,300381,2026-03-26,3113329910.0,3102420672.0,溢多利,XSHE
603682.XSHG,603682,2026-03-26,3113775000.0,3113775000.0,锦和商管,XSHG
001230.XSHE,001230,2026-03-26,3114045520.0,1822529360.0,劲旅环境,XSHE
605003.XSHG,605003,2026-03-26,3116300000.0,3116300000.0,众望布艺,XSHG
688589.XSHG,688589,2026-03-26,3117294180.0,3117294180.0,力合微,XSHG
688069.XSHG,688069,2026-03-26,3121060000.0,3121060000.0,德林海,XSHG
002058.XSHE,002058,2026-03-26,3121437184.0,3114243328.0,*ST威尔,XSHE
300235.XSHE,300235,2026-03-26,3121657840.0,2518865320.0,方直科技,XSHE
000565.XSHE,000565,2026-03-26,3121863840.0,3121863840.0,渝三峡A,XSHE
002722.XSHE,002722,2026-03-26,3122102880.0,3121892280.0,物产金轮,XSHE
688367.XSHG,688367,2026-03-26,3122940744.0,3122940744.0,工大高科,XSHG
301009.XSHE,301009,2026-03-26,3123671400.0,1735392150.0,可靠股份,XSHE
002620.XSHE,002620,2026-03-26,3125650320.0,2611183284.0,ST瑞和,XSHE
300948.XSHE,300948,2026-03-26,3125784421.2,2944985456.0,冠中生态,XSHE
301555.XSHE,301555,2026-03-26,3125999184.0,1638006524.0,惠柏新材,XSHE
688571.XSHG,688571,2026-03-26,3126138059.0,3126138059.0,杭华股份,XSHG
603289.XSHG,603289,2026-03-26,3127526740.0,3127526740.0,泰瑞机器,XSHG
002168.XSHE,002168,2026-03-26,3128811966.0,3128811966.0,*ST惠程,XSHE
300234.XSHE,300234,2026-03-26,3129723620.0,2139599140.0,开尔新材,XSHE
603669.XSHG,603669,2026-03-26,3130208074.0,3130208074.0,灵康药业,XSHG
000419.XSHE,000419,2026-03-26,3131036352.0,3131036352.0,通程控股,XSHE
300625.XSHE,300625,2026-03-26,3131300510.0,1815703878.0,三雄极光,XSHE
301335.XSHE,301335,2026-03-26,3131961104.0,1249151052.0,天元宠物,XSHE
001255.XSHE,001255,2026-03-26,3132043090.0,2554463200.0,博菲电气,XSHE
301178.XSHE,301178,2026-03-26,3132053680.0,2317964655.0,天亿马,XSHE
001333.XSHE,001333,2026-03-26,3132160000.0,1076680000.0,光华股份,XSHE
603006.XSHG,603006,2026-03-26,3132412976.0,3132412976.0,联明股份,XSHG
002702.XSHE,002702,2026-03-26,3134486964.0,2587315032.0,海欣食品,XSHE
300922.XSHE,300922,2026-03-26,3138730671.0,2468766888.0,天秦装备,XSHE
603086.XSHG,603086,2026-03-26,3139350582.0,3139350582.0,先达股份,XSHG
601007.XSHG,601007,2026-03-26,3139500000.0,3139500000.0,金陵饭店,XSHG
002798.XSHE,002798,2026-03-26,3141697104.0,2700642780.0,帝欧水华,XSHE
605089.XSHG,605089,2026-03-26,3142260000.0,3142260000.0,味知香,XSHG
300844.XSHE,300844,2026-03-26,3150528420.0,3043348620.0,山水比德,XSHE
603079.XSHG,603079,2026-03-26,3154904024.0,3154904024.0,圣达生物,XSHG
688600.XSHG,688600,2026-03-26,3157567240.0,3157567240.0,皖仪科技,XSHG
300644.XSHE,300644,2026-03-26,3157782614.0,2488003040.0,南京聚隆,XSHE
002977.XSHE,002977,2026-03-26,3157954800.0,1751445058.0,天箭科技,XSHE
000812.XSHE,000812,2026-03-26,3159326586.0,3157141710.0,陕西金叶,XSHE
605166.XSHG,605166,2026-03-26,3159915304.0,3159915304.0,聚合顺,XSHG
688370.XSHG,688370,2026-03-26,3160337095.0,3160337095.0,丛麟科技,XSHG
603110.XSHG,603110,2026-03-26,3161271457.0,3161271457.0,东方材料,XSHG
001268.XSHE,001268,2026-03-26,3161366357.0,1843316357.0,联合精密,XSHE
601798.XSHG,601798,2026-03-26,3162391544.0,3162391544.0,蓝科高新,XSHG
600187.XSHG,600187,2026-03-26,3163010956.0,3163010956.0,国中水务,XSHG
000889.XSHE,000889,2026-03-26,3164663918.0,2940091986.0,中嘉博创,XSHE
300636.XSHE,300636,2026-03-26,3166434310.0,2769877058.0,同和药业,XSHE
002836.XSHE,002836,2026-03-26,3168000000.0,3168000000.0,新宏泽,XSHE
688737.XSHG,688737,2026-03-26,3172046185.0,3172046185.0,中自科技,XSHG
002186.XSHE,002186,2026-03-26,3173569344.0,3169326842.0,全聚德,XSHE
688669.XSHG,688669,2026-03-26,3175292461.0,3175292461.0,聚石化学,XSHG
001218.XSHE,001218,2026-03-26,3176349544.0,2266934948.0,丽臣实业,XSHE
605080.XSHG,605080,2026-03-26,3177590960.0,3150884440.0,浙江自然,XSHG
300902.XSHE,300902,2026-03-26,3177923432.0,2119505936.0,国安达,XSHE
301270.XSHE,301270,2026-03-26,3178000000.0,3002981184.0,汉仪股份,XSHE
688260.XSHG,688260,2026-03-26,3180000000.0,3180000000.0,昀冢科技,XSHG
603059.XSHG,603059,2026-03-26,3180205842.0,3180205842.0,倍加洁,XSHG
300631.XSHE,300631,2026-03-26,3182355140.8,3066494193.95,久吾高科,XSHE
002863.XSHE,002863,2026-03-26,3183257916.0,3183257916.0,今飞凯达,XSHE
002412.XSHE,002412,2026-03-26,3185256000.0,3151358850.0,汉森制药,XSHE
002425.XSHE,002425,2026-03-26,3185694783.0,3183682797.0,凯撒文化,XSHE
300956.XSHE,300956,2026-03-26,3186175683.0,3112590996.0,英力股份,XSHE
300701.XSHE,300701,2026-03-26,3186424577.0,2807602686.0,森霸传感,XSHE
301083.XSHE,301083,2026-03-26,3189149931.0,1534985507.0,百胜智能,XSHE
301380.XSHE,301380,2026-03-26,3189804904.0,2540036356.0,挖金客,XSHE
603116.XSHG,603116,2026-03-26,3192152432.0,3192152432.0,红蜻蜓,XSHG
002634.XSHE,002634,2026-03-26,3192499875.0,3103275775.0,棒杰股份,XSHE
301088.XSHE,301088,2026-03-26,3195158000.0,2633657000.0,戎美股份,XSHE
000698.XSHE,000698,2026-03-26,3196106160.0,3064286160.0,ST沈化,XSHE
688618.XSHG,688618,2026-03-26,3196484256.0,3192486678.0,三旺通信,XSHG
002098.XSHE,002098,2026-03-26,3204100895.0,3203999760.0,浔兴股份,XSHE
688077.XSHG,688077,2026-03-26,3204253215.0,3204253215.0,大地熊,XSHG
301601.XSHE,301601,2026-03-26,3207158400.0,1928678400.0,惠通科技,XSHE
300195.XSHE,300195,2026-03-26,3207468046.0,2376317625.0,长荣股份,XSHE
600560.XSHG,600560,2026-03-26,3209312925.0,3209312925.0,金自天正,XSHG
002981.XSHE,002981,2026-03-26,3211675296.0,2789581120.0,朝阳科技,XSHE
603030.XSHG,603030,2026-03-26,3213317740.0,3213317740.0,全筑股份,XSHG
688358.XSHG,688358,2026-03-26,3215762208.0,3211460208.0,祥生医疗,XSHG
600793.XSHG,600793,2026-03-26,3216114720.0,3216114720.0,宜宾纸业,XSHG
600386.XSHG,600386,2026-03-26,3217536000.0,3217536000.0,北巴传媒,XSHG
300796.XSHE,300796,2026-03-26,3217783239.0,3217783239.0,贝斯美,XSHE
603633.XSHG,603633,2026-03-26,3218153432.0,3218153432.0,徕木股份,XSHG
300864.XSHE,300864,2026-03-26,3218220066.0,3218220066.0,南大环境,XSHE
301159.XSHE,301159,2026-03-26,3222401000.0,2208604900.0,三维天地,XSHE
600257.XSHG,600257,2026-03-26,3224289240.0,3224289240.0,大湖股份,XSHG
301066.XSHE,301066,2026-03-26,3225494163.0,3200692291.0,万事利,XSHE
300950.XSHE,300950,2026-03-26,3226673440.0,1917495824.0,德固特,XSHE
300771.XSHE,300771,2026-03-26,3230400000.0,2438939886.0,智莱科技,XSHE
002313.XSHE,002313,2026-03-26,3231072000.0,3230845031.0,日海智能,XSHE
688755.XSHG,688755,2026-03-26,3233120000.0,646624000.0,汉邦科技,XSHG
300306.XSHE,300306,2026-03-26,3235574364.0,1895958075.0,远方信息,XSHE
000504.XSHE,000504,2026-03-26,3237526591.38,3228690724.38,*ST生物,XSHE
603237.XSHG,603237,2026-03-26,3237901175.0,3220472231.0,五芳斋,XSHG
002790.XSHE,002790,2026-03-26,3238510325.0,2020405625.0,瑞尔特,XSHE
301229.XSHE,301229,2026-03-26,3239328527.82,2303781004.8,纽泰格,XSHE
000608.XSHE,000608,2026-03-26,3239625888.0,3220247232.0,*ST阳光,XSHE
600130.XSHG,600130,2026-03-26,3240000000.0,3240000000.0,*ST波导,XSHG
301203.XSHE,301203,2026-03-26,3240800000.0,1776059675.0,国泰环保,XSHE
603956.XSHG,603956,2026-03-26,3242766847.0,3242766847.0,威派格,XSHG
001299.XSHE,001299,2026-03-26,3244078162.22,2920020287.03,美能能源,XSHE
600156.XSHG,600156,2026-03-26,3245033349.0,3245033349.0,华升股份,XSHG
001266.XSHE,001266,2026-03-26,3245167666.0,1819690262.0,宏英智能,XSHE
001226.XSHE,001226,2026-03-26,3248001450.0,1475811450.0,拓山重工,XSHE
688557.XSHG,688557,2026-03-26,3252889728.0,3252889728.0,兰剑智能,XSHG
300239.XSHE,300239,2026-03-26,3252971840.0,3231894664.0,东宝生物,XSHE
002753.XSHE,002753,2026-03-26,3253652358.0,1842929418.0,永东股份,XSHE
300173.XSHE,300173,2026-03-26,3254834851.0,3254834851.0,ST福能,XSHE
688357.XSHG,688357,2026-03-26,3261952740.0,3261952740.0,建龙微纳,XSHG
603722.XSHG,603722,2026-03-26,3263851340.0,3196383340.0,阿科力,XSHG
688057.XSHG,688057,2026-03-26,3265080000.0,3265080000.0,金达莱,XSHG
000545.XSHE,000545,2026-03-26,3266417561.0,3261684261.0,金浦钛业,XSHE
688592.XSHG,688592,2026-03-26,3266700360.0,1563985080.0,司南导航,XSHG
688133.XSHG,688133,2026-03-26,3267363190.0,3267363190.0,泰坦科技,XSHG
300804.XSHE,300804,2026-03-26,3270060000.0,1215225000.0,广康生化,XSHE
603231.XSHG,603231,2026-03-26,3270121428.0,1815023280.0,索宝蛋白,XSHG
002852.XSHE,002852,2026-03-26,3271138533.0,2717967510.0,道道全,XSHE
002363.XSHE,002363,2026-03-26,3272628105.0,3263701870.0,隆基机械,XSHE
301108.XSHE,301108,2026-03-26,3278765019.0,1883420541.0,洁雅股份,XSHE
301296.XSHE,301296,2026-03-26,3279347920.0,3279272264.0,新巨丰,XSHE
301052.XSHE,301052,2026-03-26,3282479981.0,2660098003.0,果麦文化,XSHE
001358.XSHE,001358,2026-03-26,3283280000.0,1358518395.0,兴欣新材,XSHE
603351.XSHG,603351,2026-03-26,3288461348.0,3288461348.0,威尔药业,XSHG
000529.XSHE,000529,2026-03-26,3298415760.0,3219846860.0,广弘控股,XSHE
603681.XSHG,603681,2026-03-26,3298987277.04,3298987277.04,永冠新材,XSHG
603788.XSHG,603788,2026-03-26,3299132829.0,3299132829.0,宁波高发,XSHG
300824.XSHE,300824,2026-03-26,3299314587.0,3199767483.0,北鼎股份,XSHE
001228.XSHE,001228,2026-03-26,3299778342.0,2537298342.0,永泰运,XSHE
603042.XSHG,603042,2026-03-26,3300120390.0,3300120390.0,华脉科技,XSHG
301152.XSHE,301152,2026-03-26,3304534200.0,1975913302.0,天力锂能,XSHE
600249.XSHG,600249,2026-03-26,3305500000.0,3305500000.0,两面针,XSHG
300425.XSHE,300425,2026-03-26,3308790280.0,3293490955.0,中建环能,XSHE
600616.XSHG,600616,2026-03-26,3311574750.0,3311574750.0,金枫酒业,XSHG
002514.XSHE,002514,2026-03-26,3312157780.0,2548557780.0,宝馨科技,XSHE
000926.XSHE,000926,2026-03-26,3313366576.0,3272274928.0,福星股份,XSHE
300960.XSHE,300960,2026-03-26,3314996685.0,3003656985.0,通业科技,XSHE
603159.XSHG,603159,2026-03-26,3318000000.0,3318000000.0,上海亚虹,XSHG
688687.XSHG,688687,2026-03-26,3323159136.0,3323159136.0,凯因科技,XSHG
600272.XSHG,600272,2026-03-26,3325173054.0,2025600000.0,开开实业,XSHG
300056.XSHE,300056,2026-03-26,3326782152.0,3323846226.0,中创环保,XSHE
300992.XSHE,300992,2026-03-26,3327336893.4,2704563843.4,泰福泵业,XSHE
300020.XSHE,300020,2026-03-26,3329700820.0,3212219924.0,ST银江,XSHE
300599.XSHE,300599,2026-03-26,3330622950.0,1974770370.0,雄塑科技,XSHE
300426.XSHE,300426,2026-03-26,3332832720.0,2960000000.0,华智数媒,XSHE
002561.XSHE,002561,2026-03-26,3334419260.0,3323805592.0,徐家汇,XSHE
002682.XSHE,002682,2026-03-26,3334845798.0,3334795986.0,龙洲股份,XSHE
001210.XSHE,001210,2026-03-26,3335404002.0,2027009730.0,金房能源,XSHE
300967.XSHE,300967,2026-03-26,3336891648.0,2218770579.0,晓鸣股份,XSHE
301388.XSHE,301388,2026-03-26,3338767284.0,891551594.0,欣灵电气,XSHE
600630.XSHG,600630,2026-03-26,3339412176.0,3339412176.0,龙头股份,XSHG
301633.XSHE,301633,2026-03-26,3339686400.0,1530125788.0,港迪技术,XSHE
603089.XSHG,603089,2026-03-26,3341717916.0,2909203596.0,正裕工业,XSHG
301129.XSHE,301129,2026-03-26,3343076040.0,1630549500.0,瑞纳智能,XSHE
300218.XSHE,300218,2026-03-26,3343769670.0,3332819324.0,安利股份,XSHE
603970.XSHG,603970,2026-03-26,3343873244.0,3343873244.0,中农立华,XSHG
300828.XSHE,300828,2026-03-26,3346746420.0,2508485202.0,锐新科技,XSHE
002055.XSHE,002055,2026-03-26,3348874600.0,3290704600.0,ST得润,XSHE
300884.XSHE,300884,2026-03-26,3350988960.0,2526610680.0,狄耐克,XSHE
603065.XSHG,603065,2026-03-26,3351740800.0,1573388000.0,宿迁联盛,XSHG
301019.XSHE,301019,2026-03-26,3352056288.0,2125665040.0,宁波色母,XSHE
301222.XSHE,301222,2026-03-26,3353084865.0,2670035865.0,浙江恒威,XSHE
603276.XSHG,603276,2026-03-26,3353539425.0,1221623145.0,恒兴新材,XSHG
300275.XSHE,300275,2026-03-26,3354175539.0,2756894976.0,梅安森,XSHE
300560.XSHE,300560,2026-03-26,3354256560.0,2729686080.0,中富通,XSHE
002835.XSHE,002835,2026-03-26,3356061731.0,1946236578.0,同为股份,XSHE
300243.XSHE,300243,2026-03-26,3356540799.64,2607045834.33,瑞丰高材,XSHE
000639.XSHE,000639,2026-03-26,3357021391.0,3357017348.0,西王食品,XSHE
003016.XSHE,003016,2026-03-26,3359967584.0,3282953572.0,欣贺股份,XSHE
000788.XSHE,000788,2026-03-26,3367328810.0,3367328810.0,北大医药,XSHE
301027.XSHE,301027,2026-03-26,3367770000.0,2708931093.0,华蓝集团,XSHE
688693.XSHG,688693,2026-03-26,3371052150.0,1779876300.0,锴威特,XSHG
300452.XSHE,300452,2026-03-26,3376137513.6,2860271222.4,山河药辅,XSHE
300942.XSHE,300942,2026-03-26,3378273792.0,3378273792.0,易瑞生物,XSHE
688509.XSHG,688509,2026-03-26,3380300000.0,1689237758.0,正元地信,XSHG
688391.XSHG,688391,2026-03-26,3380579960.0,3380579960.0,钜泉科技,XSHG
301295.XSHE,301295,2026-03-26,3380832000.0,986076000.0,美硕科技,XSHE
300813.XSHE,300813,2026-03-26,3381457680.0,2121825690.0,泰林生物,XSHE
000635.XSHE,000635,2026-03-26,3381666288.0,3147313884.0,英力特,XSHE
603955.XSHG,603955,2026-03-26,3383499600.0,3383499600.0,大千生态,XSHG
603600.XSHG,603600,2026-03-26,3383634944.0,3072389120.0,永艺股份,XSHG
688633.XSHG,688633,2026-03-26,3384341092.0,3384341092.0,星球石墨,XSHG
603657.XSHG,603657,2026-03-26,3385160104.0,3385160104.0,春光科技,XSHG
002329.XSHE,002329,2026-03-26,3387884280.0,2647082823.0,皇氏集团,XSHE
300237.XSHE,300237,2026-03-26,3388500015.0,3388468290.0,ST美晨,XSHE
002331.XSHE,002331,2026-03-26,3388895538.0,3131136323.0,皖通科技,XSHE
001215.XSHE,001215,2026-03-26,3389926356.0,3376755381.0,千味央厨,XSHE
000068.XSHE,000068,2026-03-26,3392482955.0,3392482955.0,华控赛格,XSHE
301081.XSHE,301081,2026-03-26,3394306746.0,3256440426.0,严牌股份,XSHE
002159.XSHE,002159,2026-03-26,3395321810.0,2651750290.0,三特索道,XSHE
688098.XSHG,688098,2026-03-26,3396025880.0,3396025880.0,申联生物,XSHG
300096.XSHE,300096,2026-03-26,3397000000.0,3397000000.0,ST易联众,XSHE
301053.XSHE,301053,2026-03-26,3399196838.55,3139066149.74,远信工业,XSHE
301062.XSHE,301062,2026-03-26,3401342985.0,2454099970.0,上海艾录,XSHE
603284.XSHG,603284,2026-03-26,3404224072.0,833889276.0,林平发展,XSHG
300141.XSHE,300141,2026-03-26,3406127166.0,3365099548.0,和顺电气,XSHE
001395.XSHE,001395,2026-03-26,3410211600.0,1832930100.0,亚联机械,XSHE
300052.XSHE,300052,2026-03-26,3412018861.0,3411921136.0,ST中青宝,XSHE
000897.XSHE,000897,2026-03-26,3412444342.0,3412379776.0,津滨发展,XSHE
600538.XSHG,600538,2026-03-26,3412530933.0,3412530933.0,国发股份,XSHG
603527.XSHG,603527,2026-03-26,3413779824.0,3413779824.0,众源新材,XSHG
688152.XSHG,688152,2026-03-26,3413969280.0,3413969280.0,麒麟信安,XSHG
300214.XSHE,300214,2026-03-26,3417034212.9,2966177657.1,日科化学,XSHE
002849.XSHE,002849,2026-03-26,3417620660.0,2998357477.0,威星智能,XSHE
603051.XSHG,603051,2026-03-26,3421768493.0,3421768493.0,鹿山新材,XSHG
603324.XSHG,603324,2026-03-26,3423213128.0,3423213128.0,盛剑科技,XSHG
301279.XSHE,301279,2026-03-26,3425109600.0,2588559600.0,金道科技,XSHE
002693.XSHE,002693,2026-03-26,3425337748.0,3394708016.0,*ST双成,XSHE
600636.XSHG,600636,2026-03-26,3425753408.0,3425753408.0,*ST国化,XSHG
300366.XSHE,300366,2026-03-26,3426729768.0,2992034100.0,ST创意,XSHE
002200.XSHE,002200,2026-03-26,3428554560.0,1487517600.0,*ST交投,XSHE
300484.XSHE,300484,2026-03-26,3428562545.0,2753135530.0,蓝海华腾,XSHE
600712.XSHG,600712,2026-03-26,3431329020.0,3393484920.0,南宁百货,XSHG
603787.XSHG,603787,2026-03-26,3433745496.0,3433745496.0,新日股份,XSHG
001319.XSHE,001319,2026-03-26,3434606000.0,1991782429.0,铭科精技,XSHE
300653.XSHE,300653,2026-03-26,3438000000.0,3438000000.0,正海生物,XSHE
300464.XSHE,300464,2026-03-26,3438225947.0,2668623677.0,星徽股份,XSHE
300807.XSHE,300807,2026-03-26,3439401780.0,2625642825.0,天迈科技,XSHE
003038.XSHE,003038,2026-03-26,3440984201.8,2304759380.2,鑫铂股份,XSHE
002921.XSHE,002921,2026-03-26,3441209310.0,2968386960.0,联诚精密,XSHE
600354.XSHG,600354,2026-03-26,3441269692.0,3441269692.0,敦煌种业,XSHG
600327.XSHG,600327,2026-03-26,3441792255.0,3441792255.0,大东方,XSHG
300311.XSHE,300311,2026-03-26,3442250322.0,2746160501.0,ST任子行,XSHE
688655.XSHG,688655,2026-03-26,3442795900.0,3442795900.0,迅捷兴,XSHG
300955.XSHE,300955,2026-03-26,3445344000.0,3445344000.0,嘉亨家化,XSHE
301598.XSHE,301598,2026-03-26,3445486200.0,1026540450.0,博科测试,XSHE
300565.XSHE,300565,2026-03-26,3448420526.0,3151512431.0,科信技术,XSHE
300703.XSHE,300703,2026-03-26,3449093128.0,3243929792.0,创源股份,XSHE
002825.XSHE,002825,2026-03-26,3449504782.7,2591094480.8,纳尔股份,XSHE
301386.XSHE,301386,2026-03-26,3451000000.0,1058002650.0,未来电器,XSHE
001201.XSHE,001201,2026-03-26,3451727773.39,2719972976.89,东瑞股份,XSHE
002864.XSHE,002864,2026-03-26,3452003632.0,2409713936.0,盘龙药业,XSHE
600052.XSHG,600052,2026-03-26,3452756323.0,3452756323.0,东望时代,XSHG
301089.XSHE,301089,2026-03-26,3458461185.0,2486382279.0,拓新药业,XSHE
002893.XSHE,002893,2026-03-26,3458956800.0,2660455232.0,京能热力,XSHE
688316.XSHG,688316,2026-03-26,3460158744.0,3460158744.0,青云科技,XSHG
301591.XSHE,301591,2026-03-26,3460696800.0,1396649518.0,肯特股份,XSHE
300501.XSHE,300501,2026-03-26,3464331990.0,1802964970.0,海顺新材,XSHE
301360.XSHE,301360,2026-03-26,3472434000.0,1657446000.0,荣旗科技,XSHE
603519.XSHG,603519,2026-03-26,3472914512.0,3472914512.0,立霸股份,XSHG
002795.XSHE,002795,2026-03-26,3476079838.0,3418955443.0,永和智控,XSHE
002476.XSHE,002476,2026-03-26,3476160000.0,3475747064.0,宝莫股份,XSHE
002771.XSHE,002771,2026-03-26,3479986419.0,2895198873.0,真视通,XSHE
300753.XSHE,300753,2026-03-26,3481445760.0,2427958196.0,爱朋医疗,XSHE
300891.XSHE,300891,2026-03-26,3484071422.0,2895394749.0,惠云钛业,XSHE
301121.XSHE,301121,2026-03-26,3486581280.0,1784871648.0,紫建电子,XSHE
301161.XSHE,301161,2026-03-26,3487200000.0,3487200000.0,唯万密封,XSHE
603630.XSHG,603630,2026-03-26,3488419254.0,3488419254.0,拉芳家化,XSHG
600333.XSHG,600333,2026-03-26,3489745911.0,3489745911.0,长春燃气,XSHG
603375.XSHG,603375,2026-03-26,3492124354.0,2212559421.0,盛景微,XSHG
300289.XSHE,300289,2026-03-26,3492553830.0,3487064730.0,利德曼,XSHE
300659.XSHE,300659,2026-03-26,3494464666.0,2554264834.0,中孚信息,XSHE
301552.XSHE,301552,2026-03-26,3495744000.0,873936000.0,科力装备,XSHE
300522.XSHE,300522,2026-03-26,3501823290.0,2857326816.0,世名科技,XSHE
000707.XSHE,000707,2026-03-26,3502456028.0,3298714564.0,双环科技,XSHE
688061.XSHG,688061,2026-03-26,3505275594.0,1373593761.0,灿瑞科技,XSHG
000809.XSHE,000809,2026-03-26,3505363025.0,3505363025.0,和展能源,XSHE
603798.XSHG,603798,2026-03-26,3505667399.0,3505667399.0,康普顿,XSHG
000978.XSHE,000978,2026-03-26,3506294449.0,3506209812.0,桂林旅游,XSHE
603120.XSHG,603120,2026-03-26,3508424000.0,877106000.0,肯特催化,XSHG
301318.XSHE,301318,2026-03-26,3513709836.0,2305699704.0,维海德,XSHE
002887.XSHE,002887,2026-03-26,3515794077.0,2235965490.0,绿茵生态,XSHE
600239.XSHG,600239,2026-03-26,3516454311.0,3516454311.0,云南城投,XSHG
300187.XSHE,300187,2026-03-26,3518640445.0,3499615585.0,永清环保,XSHE
600470.XSHG,600470,2026-03-26,3520800000.0,3520800000.0,六国化工,XSHG
603585.XSHG,603585,2026-03-26,3522908545.0,3444586795.0,苏利股份,XSHG
300374.XSHE,300374,2026-03-26,3523923259.0,2793412818.0,中铁装配,XSHE
300994.XSHE,300994,2026-03-26,3524290560.0,1763959680.0,久祺股份,XSHE
688251.XSHG,688251,2026-03-26,3526116398.25,3501610314.5,井松智能,XSHG
688435.XSHG,688435,2026-03-26,3526209223.0,2366915486.0,英方软件,XSHG
603648.XSHG,603648,2026-03-26,3526276544.0,3526276544.0,畅联股份,XSHG
002107.XSHE,002107,2026-03-26,3526750656.0,3491217340.0,沃华医药,XSHE
002374.XSHE,002374,2026-03-26,3526930225.0,3526930225.0,中锐股份,XSHE
300509.XSHE,300509,2026-03-26,3527160000.0,2940531650.0,新美星,XSHE
002615.XSHE,002615,2026-03-26,3529646489.0,2316742482.0,哈尔斯,XSHE
301321.XSHE,301321,2026-03-26,3531078900.0,2795928273.66,翰博高新,XSHE
300837.XSHE,300837,2026-03-26,3533063594.0,2434742219.0,浙矿股份,XSHE
301283.XSHE,301283,2026-03-26,3534366705.0,2781019755.0,聚胶股份,XSHE
301528.XSHE,301528,2026-03-26,3535109000.0,1818953500.0,多浦乐,XSHE
301112.XSHE,301112,2026-03-26,3537352528.0,3537352528.0,信邦智能,XSHE
000669.XSHE,000669,2026-03-26,3538125760.0,3538125760.0,ST金鸿,XSHE
002398.XSHE,002398,2026-03-26,3539050125.0,2886490932.0,垒知集团,XSHE
300656.XSHE,300656,2026-03-26,3540578319.0,2749657551.0,民德电子,XSHE
300050.XSHE,300050,2026-03-26,3541503550.0,3539342300.0,世纪鼎利,XSHE
600653.XSHG,600653,2026-03-26,3542412146.0,3542412146.0,申华控股,XSHG
603595.XSHG,603595,2026-03-26,3542420652.0,3542420652.0,ST东尼,XSHG
002900.XSHE,002900,2026-03-26,3546335066.0,1806182104.0,哈三联,XSHE
600467.XSHG,600467,2026-03-26,3550216149.0,3550216149.0,好当家,XSHG
301227.XSHE,301227,2026-03-26,3551145345.0,2018246670.0,森鹰窗业,XSHE
300154.XSHE,300154,2026-03-26,3551486870.0,2489180980.0,瑞凌股份,XSHE
002774.XSHE,002774,2026-03-26,3552057345.0,2972693545.0,快意电梯,XSHE
603037.XSHG,603037,2026-03-26,3552681242.0,3542350020.0,凯众股份,XSHG
000710.XSHE,000710,2026-03-26,3552890070.0,3311775495.0,贝瑞基因,XSHE
605566.XSHG,605566,2026-03-26,3556177800.0,3556177800.0,福莱蒽特,XSHG
300897.XSHE,300897,2026-03-26,3561582920.0,2220465460.0,山科智能,XSHE
300988.XSHE,300988,2026-03-26,3562148447.0,2708346222.0,津荣天宇,XSHE
300479.XSHE,300479,2026-03-26,3566440290.0,3564404040.0,神思电子,XSHE
301586.XSHE,301586,2026-03-26,3567116745.0,2274648189.0,佳力奇,XSHE
300608.XSHE,300608,2026-03-26,3567451569.0,3097199982.0,思特奇,XSHE
603739.XSHG,603739,2026-03-26,3567707490.0,3567707490.0,蔚蓝生物,XSHG
000782.XSHE,000782,2026-03-26,3570223800.0,2746325920.0,恒申新材,XSHE
300110.XSHE,300110,2026-03-26,3570283260.0,3566159752.0,华仁药业,XSHE
002305.XSHE,002305,2026-03-26,3572484548.0,3572252798.0,*ST南置,XSHE
002337.XSHE,002337,2026-03-26,3572897299.0,3569138755.0,赛象科技,XSHE
300314.XSHE,300314,2026-03-26,3574080000.0,1783830774.0,戴维医疗,XSHE
300626.XSHE,300626,2026-03-26,3574800000.0,3572843790.0,华瑞股份,XSHE
002403.XSHE,002403,2026-03-26,3576705300.0,3120195750.0,爱仕达,XSHE
301122.XSHE,301122,2026-03-26,3576909182.0,2213246882.0,采纳股份,XSHE
688323.XSHG,688323,2026-03-26,3580203978.0,3580203978.0,瑞华泰,XSHG
688317.XSHG,688317,2026-03-26,3583746700.0,3583746700.0,之江生物,XSHG
688207.XSHG,688207,2026-03-26,3584187704.0,3584187704.0,格灵深瞳,XSHG
603586.XSHG,603586,2026-03-26,3587766240.0,3587766240.0,金麒麟,XSHG
301278.XSHE,301278,2026-03-26,3588328000.0,2056080000.0,快可电子,XSHE
300404.XSHE,300404,2026-03-26,3588525900.0,2654607810.0,博济医药,XSHE
001296.XSHE,001296,2026-03-26,3590184000.0,1844431200.0,长江材料,XSHE
300148.XSHE,300148,2026-03-26,3590240001.18,3468431916.96,天舟文化,XSHE
002578.XSHE,002578,2026-03-26,3594953666.0,3298252758.0,闽发铝业,XSHE
